round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-1,Minion-1,Servant-4,Minion-2,Servant-3,Servant-2
1,0.5,0.5,0.5,1.0,0.5,0.5
2,0.35954761505126953,0.5,0.5,1.0,0.35954761505126953,0.4996994137763977
3,0.24698783457279205,0.4107626676559448,0.18700803816318512,1.0,0.5892373323440552,0.07192002236843109
4,0.8453541398048401,0.07407461851835251,0.1546458899974823,1.0,0.09323734790086746,0.07191231846809387
4,0.5813934803009033,0.4186065196990967,0.1546458899974823,1.0,0.23575052618980408,0.18861016631126404
4,0.5813934803009033,0.4186065196990967,0.1546458899974823,1.0,0.23575052618980408,0.18861016631126404
4,0.5193672180175781,0.4186065196990967,0.3543424904346466,1.0,0.4806327521800995,0.4108496606349945
4,0.5193672180175781,0.19354961812496185,0.354342520236969,1.0,0.4806327521800995,0.4108496606349945
