round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-2,Minion-2,Servant-3,Minion-1,Servant-4,Servant-1
1,0.5,0.5,0.5,1.0,0.5,0.5
2,0.4571397304534912,0.5,0.4571397304534912,1.0,0.5,0.4996994137763977
3,0.2283972203731537,0.1657961905002594,0.05868414044380188,1.0,0.16536235809326172,0.7716028094291687
4,0.6525965929031372,0.19283154606819153,0.17590433359146118,1.0,0.3474034070968628,0.23866212368011475
4,0.5153492093086243,0.19283154606819153,0.17590433359146118,1.0,0.15070468187332153,0.48465076088905334
4,0.34234121441841125,0.11060327291488647,0.5460537075996399,1.0,0.4539462924003601,0.14028719067573547
4,0.6525965929031372,0.07375925779342651,0.17590433359146118,1.0,0.3474034070968628,0.23866212368011475
4,0.6096245050430298,0.07375925779342651,0.3903754949569702,1.0,0.3474034070968628,0.09460674226284027
