round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-4,Minion-1,Servant-3,Minion-2,Servant-2,Servant-1
1,0.5,1.0,0.5,0.5,0.5,0.5
2,0.28293341398239136,1.0,0.26463669538497925,0.39886558055877686,0.5959150791168213,0.4040849208831787
3,0.731087863445282,1.0,0.23561637103557587,0.26891210675239563,0.06997652351856232,0.18631204962730408
3,0.5927973985671997,1.0,0.23561637103557587,0.10921725630760193,0.06997652351856232,0.4072026014328003
3,0.09148073941469193,1.0,0.21834655106067657,0.6163312792778015,0.38029682636260986,0.38366878032684326
3,0.4754040837287903,1.0,0.45593568682670593,0.5245959162712097,0.38029682636260986,0.17184363305568695
3,0.4754040837287903,1.0,0.45593568682670593,0.5245959162712097,0.38029682636260986,0.38366878032684326
4,0.16074205935001373,1.0,0.008280160836875439,0.8392578959465027,0.0063650961965322495,0.006054324563592672
4,0.8379590511322021,1.0,0.041771937161684036,0.16204099357128143,0.03236356005072594,0.03082280606031418
5,0.083248071372509,1.0,0.037278249859809875,0.7472079992294312,0.25279197096824646,0.034400586038827896
5,0.2140977680683136,1.0,0.10407526046037674,0.7472079992294312,0.25279197096824646,0.24278868734836578
5,0.083248071372509,1.0,0.10407526046037674,0.7472079992294312,0.25279197096824646,0.24278868734836578
