round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-4,Servant-1,Servant-3,Minion-1,Servant-2,Minion-2
1,0.5,0.0,0.5,0.5,0.5,0.5
2,0.4574381113052368,0.0,0.5,0.5,0.5003005862236023,0.4574381113052368
3,0.22030583024024963,0.0,0.6242545247077942,0.8320950865745544,0.3666345775127411,0.3757455050945282
3,0.5942128896713257,0.0,0.6333653926849365,0.28109240531921387,0.4057871103286743,0.19139276444911957
3,0.5942128896713257,0.0,0.6333653926849365,0.28109240531921387,0.4057871103286743,0.19139276444911957
4,0.7691602110862732,0.0,0.3110421597957611,0.1548459231853485,0.6889577507972717,0.09945044666528702
4,0.6006858944892883,0.0,0.5752639174461365,0.11915577948093414,0.4247361123561859,0.19653481245040894
4,0.3339689373970032,0.0,0.7298080921173096,0.1548459231853485,0.6660310626029968,0.24885405600070953
4,0.5262166857719421,0.0,0.4737832546234131,0.5490357279777527,0.3993140757083893,0.3978467285633087
4,0.7323934435844421,0.0,0.3110421597957611,0.3546924293041229,0.6453076004981995,0.24885405600070953
