round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-4,Minion-1,Servant-2,Servant-1,Minion-2,Servant-3
1,0.0,0.5,0.5,0.5,0.5,0.5
2,0.0,0.3579944968223572,0.5034120082855225,0.49165770411491394,0.5037891864776611,0.49658799171447754
3,0.0,0.23699624836444855,0.2658323347568512,0.7469192743301392,0.5028690099716187,0.49713099002838135
4,0.0,0.24702665209770203,0.03762303665280342,0.07655519247055054,0.7529733777046204,0.7534117102622986
4,0.0,0.24702665209770203,0.10497048497200012,0.19917051494121552,0.7529733777046204,0.7534117102622986
4,0.0,0.24702665209770203,0.03762303665280342,0.07655519247055054,0.7529733777046204,0.7534117102622986
4,0.0,0.49543026089668274,0.25981637835502625,0.6912004947662354,0.4994104504585266,0.5005895495414734
5,0.0,0.44619473814964294,0.4836854040622711,0.4366872310638428,0.5170040130615234,0.5163145661354065
5,0.0,0.706779420375824,0.7370263934135437,0.24283987283706665,0.29322054982185364,0.29264867305755615
5,0.0,0.44619473814964294,0.4836854040622711,0.07930391281843185,0.5170040130615234,0.5163145661354065
5,0.0,0.44619473814964294,0.23796050250530243,0.20534276962280273,0.554487407207489,0.5538052916526794
5,0.0,0.44619473814964294,0.4836854636669159,0.4366872310638428,0.5170040130615234,0.5163145065307617
