round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-1,Servant-4,Minion-1,Minion-2,Servant-2,Servant-3
1,0.5,0.0,0.5,0.5,0.5,0.5
2,0.4561222493648529,0.0,0.4852519929409027,0.4114886224269867,0.5147480368614197,0.5212582349777222
3,0.3162490427494049,0.0,0.4759310185909271,0.8445754051208496,0.49343568086624146,0.5065643191337585
3,0.8103705644607544,0.0,0.17909203469753265,0.8445754051208496,0.189629465341568,0.07413963973522186
3,0.8063024282455444,0.0,0.17909203469753265,0.8410972356796265,0.189629465341568,0.19369755685329437
4,0.5578722953796387,0.0,0.202963188290596,0.6356834769248962,0.21370983123779297,0.44212770462036133
4,0.5578722953796387,0.0,0.07824110239744186,0.6356834769248962,0.21370983123779297,0.44212770462036133
4,0.791029691696167,0.0,0.15550997853279114,0.6356835961341858,0.16426187753677368,0.364316463470459
4,0.6844860911369324,0.0,0.09674227982759476,0.367737740278244,0.25536975264549255,0.6322622895240784
4,0.5578722953796387,0.0,0.23798075318336487,0.3611511290073395,0.507108747959137,0.4928912818431854
