round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-1,Servant-4,Minion-1,Minion-2,Servant-2,Servant-3
1,0.5,0.5,0.5,1.0,0.5,0.5
2,0.4496614336967468,0.4498228132724762,0.4787417948246002,1.0,0.49348166584968567,0.5065183639526367
3,0.09967421740293503,0.8214403390884399,0.17855970561504364,1.0,0.0721142441034317,0.07389118522405624
3,0.4990937411785126,0.5009062886238098,0.17855970561504364,1.0,0.0721142441034317,0.41795507073402405
3,0.4990937113761902,0.5009062886238098,0.3947177231311798,1.0,0.41158121824264526,0.41795507073402405
4,0.4852224588394165,0.5147776007652283,0.07408179342746735,1.0,0.43457189202308655,0.42759785056114197
4,0.5508472323417664,0.2612494230270386,0.202963188290596,1.0,0.44915279746055603,0.20897026360034943
4,0.4852224588394165,0.5147776007652283,0.07408179342746735,1.0,0.43457189202308655,0.07664118707180023
4,0.4852224588394165,0.5147776007652283,0.1935659795999527,1.0,0.43457189202308655,0.42759785056114197
4,0.4852224588394165,0.5147776007652283,0.07408179342746735,1.0,0.43457189202308655,0.07664118707180023
