round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-2,Servant-1,Servant-4,Minion-1,Servant-2,Servant-3
1,0.5,0.5,0.5,1.0,0.5,0.5
2,0.45509061217308044,0.49621081352233887,0.459948867559433,1.0,0.5003771781921387,0.49962282180786133
3,0.09940210729837418,0.26472216844558716,0.6022300124168396,1.0,0.18066896498203278,0.3977699875831604
3,0.23463566601276398,0.5192516446113586,0.48074835538864136,1.0,0.16954343020915985,0.16932445764541626
3,0.23463566601276398,0.7653643488883972,0.0932764932513237,1.0,0.06371626257896423,0.06362349539995193
4,0.29687127470970154,0.7031287550926208,0.10792285203933716,1.0,0.20510581135749817,0.16538943350315094
4,0.11446303874254227,0.4787406921386719,0.5212593078613281,1.0,0.07321074604988098,0.05719660595059395
4,0.2794221043586731,0.23438744246959686,0.7205778956413269,1.0,0.19158072769641876,0.15397600829601288
4,0.2794221043586731,0.23438744246959686,0.6468310356140137,1.0,0.19158072769641876,0.35316893458366394
4,0.5377486348152161,0.44118091464042664,0.4622513949871063,1.0,0.3793185353279114,0.3194238543510437
