round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-3,Servant-4,Servant-1,Minion-2,Servant-2,Minion-1
1,0.0,0.5,0.5,0.5,0.5,0.5
2,0.0,0.496163547039032,0.4436350464820862,0.5038363933563232,0.5042479038238525,0.49498140811920166
3,0.0,0.0752437487244606,0.8054040670394897,0.19459590315818787,0.07624368369579315,0.8316175937652588
3,0.0,0.6871953010559082,0.3128047287464142,0.24808603525161743,0.10129290074110031,0.7816534638404846
3,0.0,0.6871953010559082,0.45593568682670593,0.37788793444633484,0.38366878032684326,0.5440642833709717
3,0.0,0.6480146646499634,0.3128047287464142,0.09908270835876465,0.6512657403945923,0.351985365152359
3,0.0,0.4964291751384735,0.13011577725410461,0.24543118476867676,0.5035708546638489,0.6197031736373901
4,0.0,0.12242427468299866,0.15759757161140442,0.842402458190918,0.12490183115005493,0.8959532976150513
4,0.0,0.12242427468299866,0.15759757161140442,0.842402458190918,0.12490183115005493,0.8959532976150513
4,0.0,0.29503414034843445,0.35948485136032104,0.640515148639679,0.2998114824295044,0.741625964641571
4,0.0,0.49428460001945496,0.12712408602237701,0.20602917671203613,0.5057154297828674,0.5619997382164001
4,0.0,0.29503414034843445,0.35948485136032104,0.640515148639679,0.2998114824295044,0.741625964641571
