round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-3,Servant-4,Minion-1,Minion-2,Servant-2,Servant-1
1,0.5,0.5,0.5,1.0,0.5,0.5
2,0.27257630228996277,0.307948499917984,0.3598245680332184,1.0,0.640175461769104,0.3076923191547394
3,0.08507592231035233,0.16116413474082947,0.2187146097421646,1.0,0.6412047743797302,0.35879528522491455
3,0.4555991291999817,0.060188163071870804,0.08534969389438629,1.0,0.5444008708000183,0.15720023214817047
3,0.4555991291999817,0.16116413474082947,0.2187146097421646,1.0,0.5444008708000183,0.15720023214817047
3,0.21811507642269135,0.16116413474082947,0.08534969389438629,1.0,0.6412047743797302,0.35879528522491455
3,0.21811507642269135,0.060188163071870804,0.2187146097421646,1.0,0.6412047743797302,0.35879528522491455
4,0.4524937570095062,0.37151047587394714,0.19846683740615845,1.0,0.5475062727928162,0.3698602616786957
4,0.4524937570095062,0.16460520029067993,0.19846683740615845,1.0,0.5475062727928162,0.06122381240129471
