round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-1,Servant-1,Servant-4,Minion-2,Servant-3,Servant-2
1,1.0,0.5,0.5,0.5,0.5,0.5
2,1.0,0.5,0.5,0.4996994137763977,0.4996994137763977,0.4571397304534912
3,1.0,0.3840316832065582,0.6159683465957642,0.16989506781101227,0.16864770650863647,0.22594298422336578
4,1.0,0.1437644064426422,0.22661671042442322,0.4163323938846588,0.19046828150749207,0.5836676359176636
4,1.0,0.19216372072696686,0.29335257411003113,0.2519758641719818,0.6792340874671936,0.3207659125328064
4,1.0,0.33497750759124756,0.467818945646286,0.07343576103448868,0.4137806296348572,0.5321810245513916
4,1.0,0.1437644064426422,0.467818945646286,0.07343576103448868,0.19046828150749207,0.5321810245513916
4,1.0,0.1437644064426422,0.467818945646286,0.1920941174030304,0.19046828150749207,0.5321810245513916
