round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-2,Servant-1,Minion-1,Servant-3,Servant-2,Servant-4
1,0.5,0.5,1.0,0.5,0.5,0.5
2,0.49962282180786133,0.45509061217308044,1.0,0.49128061532974243,0.5003771781921387,0.49621081352233887
3,0.16768790781497955,0.22382500767707825,1.0,0.16101014614105225,0.168697789311409,0.7761750221252441
4,0.1887899786233902,0.5990146994590759,1.0,0.40098533034324646,0.15218153595924377,0.2315540611743927
4,0.07199075818061829,0.5990146994590759,1.0,0.40098533034324646,0.05645475536584854,0.09127470850944519
4,0.07199075818061829,0.5252147316932678,1.0,0.40098533034324646,0.05645475536584854,0.4747852385044098
4,0.07199075818061829,0.5990146994590759,1.0,0.40098533034324646,0.3500134348869324,0.2315540611743927
4,0.07199075818061829,0.5252147316932678,1.0,0.40098533034324646,0.3500134348869324,0.4747852385044098
5,0.33375829458236694,0.6662417054176331,1.0,0.05363763868808746,0.01721174083650112,0.06993045657873154
5,0.6004587411880493,0.39954128861427307,1.0,0.03634238988161087,0.0038693530950695276,0.04764614626765251
5,0.33375829458236694,0.6662417054176331,1.0,0.05363763868808746,0.0058038425631821156,0.06993045657873154
5,0.9311571717262268,0.06884286552667618,1.0,0.012414921075105667,0.0012931199744343758,0.0164030771702528
5,0.9311571717262268,0.06884286552667618,1.0,0.012414921075105667,0.011518916115164757,0.0164030771702528
