round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-1,Minion-2,Servant-4,Servant-2,Servant-1,Servant-3
1,0.5,0.5,0.0,0.5,0.5,0.5
2,0.45546483993530273,0.5037891864776611,0.0,0.5034120082855225,0.49658799171447754,0.46032366156578064
3,0.8128189444541931,0.40975481271743774,0.0,0.18825039267539978,0.41025790572166443,0.5897420644760132
3,0.13854768872261047,0.4994800090789795,0.0,0.10000832378864288,0.5005199909210205,0.5902451872825623
3,0.5914153456687927,0.07161089777946472,0.0,0.07175545394420624,0.4102579355239868,0.5897420644760132
4,0.5957625508308411,0.4025605022907257,0.0,0.41012436151504517,0.1440281867980957,0.5898755788803101
4,0.9298940896987915,0.0696529746055603,0.0,0.07171254605054855,0.05310884118080139,0.9282874464988708
4,0.32942813634872437,0.49216151237487793,0.0,0.5078384876251221,0.42063552141189575,0.8165910840034485
4,0.5957625508308411,0.3967091143131256,0.0,0.4042374789714813,0.14104749262332916,0.8118480443954468
4,0.9298940896987915,0.0696529746055603,0.0,0.07171254605054855,0.05310884118080139,0.9282874464988708
