round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-1,Minion-2,Servant-3,Servant-4,Servant-2,Servant-1
1,0.5,0.5,0.5,0.0,0.5,0.5
2,0.6570964455604553,0.3429035544395447,0.33949652314186096,0.0,0.684827983379364,0.342563658952713
3,0.8202908039093018,0.17970924079418182,0.10746726393699646,0.0,0.06528192013502121,0.8277305364608765
3,0.6034129858016968,0.3965870141983032,0.2653655409812927,0.0,0.1732283979654312,0.8277305364608765
4,0.13252714276313782,0.2050873339176178,0.8208247423171997,0.0,0.20486930012702942,0.7949126362800598
4,0.3142801523208618,0.2050873339176178,0.7205785512924194,0.0,0.20486930012702942,0.6857198476791382
4,0.13252714276313782,0.2050873339176178,0.6046004295349121,0.0,0.4359729290008545,0.5640270113945007
4,0.3142801523208618,0.07918964326381683,0.6046004295349121,0.0,0.4359729290008545,0.5640270113945007
4,0.13252714276313782,0.07918964326381683,0.6046004295349121,0.0,0.4359729290008545,0.5640270113945007
5,0.3728134334087372,0.6304689049720764,0.6271865963935852,0.0,0.015930229797959328,0.020332593470811844
5,0.3728134334087372,0.8365585207939148,0.6271865963935852,0.0,0.015930229797959328,0.020332593470811844
5,0.3728134334087372,0.6304689049720764,0.6271865963935852,0.0,0.015930229797959328,0.05861422047019005
5,0.3728134334087372,0.6304689049720764,0.6271865963935852,0.0,0.04631507024168968,0.020332593470811844
