round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-2,Servant-3,Minion-2,Servant-1,Servant-4,Minion-1
1,0.0,0.5,0.5,0.5,0.5,0.5
2,0.0,0.5042479038238525,0.4664572477340698,0.49498140811920166,0.496163547039032,0.5038363933563232
3,0.0,0.18631203472614288,0.5962406992912292,0.8301796317100525,0.40375930070877075,0.4012981057167053
3,0.0,0.2526877522468567,0.3298669755458832,0.7680041193962097,0.6701330542564392,0.24808603525161743
3,0.0,0.18631204962730408,0.5962406992912292,0.6197031736373901,0.40375930070877075,0.1826237142086029
3,0.0,0.38366878032684326,0.23199591040611267,0.6163312196731567,0.7473122477531433,0.37788793444633484
4,0.0,0.10443868488073349,0.8410571813583374,0.12940089404582977,0.23030759394168854,0.7696923613548279
4,0.0,0.20731335878372192,0.6129050850868225,0.5722306966781616,0.18279369175434113,0.4277692437171936
4,0.0,0.6653986573219299,0.33460137248039246,0.7170814275741577,0.22184458374977112,0.2410399466753006
4,0.0,0.4396496117115021,0.6013674139976501,0.5603503584861755,0.18279369175434113,0.4277692437171936
4,0.0,0.5120911598205566,0.1435566246509552,0.5722306966781616,0.4609951674938202,0.48790884017944336
