round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-3,Minion-2,Minion-1,Servant-4,Servant-1,Servant-2
1,0.5,1.0,0.5,0.5,0.5,0.5
2,0.35954761505126953,1.0,0.4996994137763977,0.5003005862236023,0.4996994137763977,0.35954761505126953
3,0.24698783457279205,1.0,0.12006029486656189,0.18700803816318512,0.18862782418727875,0.7530121803283691
4,0.4590710997581482,1.0,0.5409289002418518,0.31775933504104614,0.3717919588088989,0.4398943781852722
4,0.7179933190345764,1.0,0.28200671076774597,0.1546458899974823,0.18861016631126404,0.23575052618980408
4,0.5193672180175781,1.0,0.11576694995164871,0.354342520236969,0.18861016631126404,0.4806327521800995
4,0.5193672180175781,1.0,0.28200671076774597,0.354342520236969,0.4108496606349945,0.4806327521800995
4,0.5193672180175781,1.0,0.11576694995164871,0.1546458899974823,0.18861016631126404,0.4806327521800995
