round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-2,Servant-2,Servant-1,Minion-1,Servant-3,Servant-4
1,0.5,0.5,0.0,0.5,0.5,0.5
2,0.4571397304534912,0.5003005862236023,0.0,0.4996994137763977,0.5003005862236023,0.4571397304534912
3,0.32106491923332214,0.6789350509643555,0.0,0.24714438617229462,0.7723014950752258,0.31888678669929504
4,0.3216550350189209,0.41388940811157227,0.0,0.5861105918884277,0.29117855429649353,0.6650224924087524
4,0.11367563903331757,0.05985666811466217,0.0,0.44795286655426025,0.5520471334457397,0.5836676359176636
4,0.11367563903331757,0.3642754852771759,0.0,0.21289582550525665,0.6357245445251465,0.6650224924087524
4,0.11367563903331757,0.3642754852771759,0.0,0.08270341902971268,0.6357245445251465,0.6650224924087524
4,0.4017288386821747,0.5982711315155029,0.0,0.13595335185527802,0.3677789270877838,0.7472547888755798
