round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-1,Servant-2,Minion-1,Minion-2,Servant-3,Servant-4
1,0.5,0.0,0.5,0.5,0.5,0.5
2,0.46604761481285095,0.0,0.5054300427436829,0.4432287812232971,0.6011344194412231,0.4945699870586395
3,0.1392320841550827,0.0,0.6902574300765991,0.3097425699234009,0.09872179478406906,0.7816534638404846
3,0.5195531845092773,0.0,0.18631204962730408,0.48044681549072266,0.40375930070877075,0.5440643429756165
3,0.5195531845092773,0.0,0.18631204962730408,0.48044681549072266,0.06997652351856232,0.5440643429756165
3,0.5195531845092773,0.0,0.07091183215379715,0.48044681549072266,0.06997652351856232,0.5440643429756165
4,0.970104455947876,0.0,0.029602013528347015,0.03958999738097191,0.030493268743157387,0.9604099988937378
5,0.1362050175666809,0.0,0.14654070138931274,0.8090563416481018,0.1909436285495758,0.8319222331047058
5,0.5866297483444214,0.0,0.046706974506378174,0.4612225294113159,0.3773761987686157,0.5387774705886841
5,0.1362050175666809,0.0,0.14654070138931274,0.585472047328949,0.414527952671051,0.6226238012313843
5,0.6671512126922607,0.0,0.12814994156360626,0.2220025509595871,0.3773761987686157,0.6226238012313843
5,0.8097925782203674,0.0,0.12814994156360626,0.2220025509595871,0.1680777668952942,0.7779974937438965
