round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-1,Servant-3,Servant-2,Servant-4,Servant-1,Minion-2
1,0.5,0.5,0.5,0.5,0.0,0.5
2,0.4574381113052368,0.3598245680332184,0.640175461769104,0.4002886116504669,0.0,0.5425618886947632
3,0.6825035810470581,0.25666290521621704,0.31749647855758667,0.881631076335907,0.0,0.3148103654384613
3,0.6851896047592163,0.036947473883628845,0.0491478405892849,0.7154045104980469,0.0,0.3148103654384613
4,0.6732964515686035,0.6948617100715637,0.13946683704853058,0.20542770624160767,0.0,0.3267035186290741
4,0.40673017501831055,0.43102163076400757,0.5689783692359924,0.6780226230621338,0.0,0.24962149560451508
4,0.4750668704509735,0.5249330997467041,0.5932698249816895,0.1896132528781891,0.0,0.3051382899284363
4,0.6732965111732483,0.2016044706106186,0.5005049705505371,0.3471485376358032,0.0,0.4994950592517853
4,0.4072176218032837,0.43151700496673584,0.10018191486597061,0.6780226230621338,0.0,0.5684829950332642
5,0.24531732499599457,0.5020341277122498,0.49796587228775024,0.13531102240085602,0.0,0.5954103469848633
5,0.24531732499599457,0.5020341277122498,0.49796587228775024,0.31947582960128784,0.0,0.5954103469848633
5,0.24531732499599457,0.5020341277122498,0.49796587228775024,0.586755096912384,0.0,0.3273112177848816
5,0.24682682752609253,0.7546826601028442,0.7531731724739075,0.136265829205513,0.0,0.14053577184677124
